Text,Sentiment
Massive sell off AAP. GEAT,-1
STI 30 min opening range busta move. 2 first target. Calls,1
TSCO nice 5 week base/consolidation. ooking for a breakout of 105.50 on good volume.,1
"RT : This is absolutely terrifying: Forecasting firm Oxford Economics projects that by May, the U.S. will have lost 27.9 millioâ€¦",-1
JMBA from watch list has volume of 103% of ave full day - slightly over line,1
ZNGA 3.22 better be holding!!!,1
MTG may not be done,1
WNC consistent pattern of new highs and sell offs - next one looks like the selloff,-1
"The coronavirus pandemic may or may not have saved HP from the clutches of Xerox. Either way, the PC and printer giâ€¦",1
BN BISH!!! to announce a 15% increase in Holiday sales,1
At least a quarter of the U.S. economy has gone offline due to the widespread shutdowns of business due to coronaviâ€¦,-1
VS follow throughs. 10 DMA crossing above 200 DMA. Trading above all MA's. Great setup,1
"Many merchants still ask customers to sign for card purchases, rankling shoppers who are nervous about the coronaviâ€¦",-1
JPM MS = Drop -- BAC = Peak BAC,1
AKAM is on the radar as a potential short below 34,-1
"BAC finally bought BofA, don't know why. Just one of those hunches.",1
Pre-Market osers: HN GMN BHP BB SODA GD IO AGO A GDX,-1
Claims for unemployment benefits surged again last week amid a drastic downshift in the labor market caused by theâ€¦,-1
V Cleared this consolidation channel today. Setting up for higher prices.,1
"AAP Going on my confirmed theory selling came from those with inside info last 45 days, cat is now out of bag, no suckers left, bullish",1
wouldn't consider it until >27 minimum CF,-1
SCCO double top? 50 SMA turning down.,-1
"Prizes for Powerball will drop significantly and rise more slowly after the next jackpot, making the coming days anâ€¦",-1
ESPN 30 and 30 is magical. Serious family entertainment. The future of content and TV and web is so bright mixed well DIS,1
BAC Bank Of America Earnings Stronger Than Expected,1
T user: user: GAME ON!? #readyscoregoals. This company just gets it... #CanadianGrown,1
"FCFS Q4 beats on top/bottom, guides full year below estimates. evs +24% YoY, net income +30% YoY",1
ANA & AMN bounced off same double bottom - may see test back to 9.00 now on ANA once into the 8.75+ range,1
BAC In a 11.97 for a trade,1
â€˜The Moochâ€™ is facing one of his biggest tests as SkyBridge struggles with the poor performance of its hedge-fund mâ€¦,-1
AAP Apple showing stong support in this area. However 400 is next critical price.,1
SBX buy when it clears resistance at 54.5,1
BAC In 12.00 since there is consolidation this level. We could close = > 12.09 if market is stable in pm IMHO.,1
"Crude Oil Falls For Third Straight Day, Set For Worst Week Since 1991",-1
"VX all time high, and on good volume, just what you want to see for a sustained move",1
"egarding , going into KSS WMT TGT TJX OSS you see so many copycat clothing items, reminds me of COX 70+ ----> Sub 1",-1
SWFT Flagging for a move higher. Watch for a break over 14.30 with volume,1
For the past 10 years F has booked an avg return of -4.4% from Jan to Mar option expiration. F has posted negative returns for 2/10 years,-1
NFX Doesn't anyone else find it delightfully amusing their hit series is titled House of Cards?,-1
"ed Weekly Triangle on PBY,....Net Profit 19,140.00 (16.48%)",-1
"APO 20 green days in a row so far, but no new high yet today.",1
AAP I told you!!,-1
AAP Flash Dump Begin ????,-1
"Watch SOH here under 46.73, could be a short imo.",-1
"ADBE option trader buys 5,300 of the Feb 39C against OI of 741. Bet is on stock above 39 by Feb 16th",1
Wholesale inflation eases to 2.26% in February from 3.1% in previous month,1
"KBH is my trade for tomorrow as long my conditions are met I will SHOT at 18.24 ,18.21,18.17,18.14,18.09 18.04 and cover 17.20,17.10",-1
"CSN,....Descending Triangle Formation, please check any adding on position open, Akstergi .......",-1
yum looks good here out of cloud with stops of either 200 sma or cloud under it. target of 50 sma,1
A Q4 net income 50 million and operational cash flow 35 million. Q4 2012 is OPS 70% of EPS...in Q4 2011 OPS was 440% higher than EPS,-1
Russia and Saudis have agreed in principle to cut output,-1
JACK GB BK Burger stocks are on fire WEN needs to catch up.Declining employment means rising burger index.,1
"BAC Hawken has a price target of 11.50, estimating the company will earn 95 cents in 2013,",1
FFIV looking for a quick move to support at 86 especially if SPY lead the way down,-1
xray Over 41.00,1
"CA continuing to work well. Glad I bought a decent size block, probably cutting out of this one soon. lol",-1
VXY GS JPM HFT PPT Window Dressing programs online,-1
Whatâ€™s EFC on a college-aid letter? What about COA? Hereâ€™s what you need to know.,1
MS ready to crack. All technicals read bearish. Holding long Apr 22 puts.,-1
"RT : Luckin Coffee chairman had a half-billion dollar margin loan, global banks stand to lost $100m",-1
Watchlist for today TTNP SNTA IMM FM OEX DCTH,1
I don't trade stocks but my system warns declining prices in AAP since sep 2012,-1
"AMK broke untested support line of flag (can be adj), but holding prior retracement low (no pstn)",-1
AAP TC makes after hours announcement about split/ Div inc outshines Samsung's Big day .. Oh And ITV/ Iwatch combo& time machine,1
"BAC Yeah ... they made the easy profits by slashing jobs, now they have to close win-win sales.",-1
GDXJ bounced pretty good so gold stocks may move up some - like VGZ GOD NG and silver PAAS,1
I am an aapl bull but cannot break this trend line in OBV,-1
"Liquidity adjustment facility reverse repo rate reduced by 25 basis points to 3.75%, says RBI Governor",-1
"FAF new highs, still holding. Needs volume here.",1
ProfitsBoy CST sticking2 buying over 250million in stk there unit cost is 49.90. Also cash flow 200mil. & Costs go down,1
AAP SPY no more QE for 2013. Now bring the Geithner.,-1
GOOG Eric Schmidt to sell roughly 42 percent of stake,-1
AAP Samsung Galaxy S4 Promises More Pressure on IPhone,-1
AMZN has spent 15 yrs not caring about qtr to qtr. Others can't turned on a dime and say we do that from now on.,1
"Took some profits off DDD, will add if breaks 60 on volume.",1
"CX is a good short here at 87.30. P/E too high, hitting upper trendline",-1
SHOT YHOO TO 0!!!!! ONE DOWN 19 TO GO lololol,-1
ODP and OMX two failing companies joining to fail as ONE!,-1
Student Nobiano made 14% roi on a BT trade. Great for you sir!,1
AAP please tell me how I could explain my wife I lose 51K on the best cie in the world Tx ~share when you figure it out,1
CS started a long here...In the basement..,1
NFX is this developing a HGE cup&handle with pivot at 120?,1
"PX - ong 11.40 - Trailing Stop 19.13 from 9 prior Stops of 17.31, 16.69, 14.17, 13.14, ... 10.40 and 9.40 -",1
I don't know about NOK and IMM but I suspect Mr. Ballmer won't make his numbers. MSFT,-1
A little more of the write up on ZNGA is available at,1
my advice to apple: Bruce wayne father: Why do we fall down bruce? So we can learn to pick ourselves up again. Get some legs AAP,1
"been adding VXY long off the bottom today for trade, also got WPI near low",-1
"Abbott Laboratories has what it takes to ride out the coronavirus crisis, not just because it happens to make threeâ€¦",1
i think we'll see aapl at sub 430s by the end of the day. not saying it pins 430 but i think it revisits it for sure.,-1
GS whoop that was it the 38.25 fib line.,-1
a 4-6 point pullback would be reasonable after a move like that. nflx,1
NKD a strong follow thru day on volume - exactly what you want to see for confirmation,1
"EGOV long 16.62 strong above all MA's, resting/basing, room to upper bolly to absorb 10/20 day atr",1
GOOG sold 1/2 of long position,1
My new stocks just entered in my radar KIO TGT VM MTI OPXA,1
"AA - China's buy into AA joint venture trumps weak aluminum demand and pricing SPX, DJIA",1
"...offhand, that includes in growth: EN Y SPF MHO ITB AD TTM HTZ DOM WK EMN PO SCA WO FET BCEI FXI HDB EVE ...",1
AAP holding my current positions over the weekend,-1
"APA good short and risk reward. As long as it stays under 75.50, it will be great.",-1
AAP looks like everyone has gone home vol<100k,1
AAP kumo - :)~ earjet no kumo twist,-1
V - Tested the 50ema & working out of this bull flag. Expecting a test of recent highs.,1
Chinaâ€™s burgeoning market for bonds backed by mortgages and car loans is facing its first major test,-1
"Squeeze squeeze slow grind higher continuing SPY 147.45 ES_F 1471 , WFC better deliver the goods tomorrow...",1
"Markets Revise Trading Rules, Hours, Circuit Breakers As Volatility Surges: Key Facts",1
PHI Our software auto sold this one so we are cutting our losses on this one at -5% on the trade.,-1
"In the broader market, the 30-share BSE Sensex ended 986.11 points or 3.22 per cent higher at 31,588.72.",1
DDD SSY Stops honored. So be it. Now.... must.not.become.bearshitter.,-1
GOOG New OD!,-1
"After Lehman declared bankruptcy in 2008, a group of market-timing services recommended extensive short positions iâ€¦",-1
i stumbled upon a data discrepency for SSYS. On MON YHOO and ssys website it says 21m shares out. really 41m shares out,-1
JVA 7.25 TZOO 21.50 IDCC 43.35 CF 37 BT 25 looking good here,1
CGX TECHNICA TADES WATCH IST tonight. These 20 stocks have the good characteristics with the market being strong.,1
AMZN out half short +1,-1
Consumer Inflation Likely Fell To Four-Month Low In March: Poll,-1
"Intel a tobacco stock?...interesting read and analogy...up to Intel I guess, but the dividend is tasty intc",1
Best behaved in today's market action? PFE,1
The rodeo clown sent BK screaming into the SI weekly red zone...time to peel away before it turns...,-1
"also not very healthy, fell back below DT line after breaking it, SI weak, MACD turning down",-1
Factory Activity Growth Hits 4-Month Low Amid Coronavirus Crisis: Survey,-1
ONVO CIMT DDD SSYS XONE PCP PB IMO is a great ong Term plays into 3D sector and to find nice entry points on pullback Eye on VXX,1
STEM continuing move up - possiby getting some bounce from ANTH upgrade,1
FAN just keeps on giving,-1
The Fedâ€™s new programs to support the economy through the coronavirus crisis illustrate the sweeping influence theâ€¦,1
VXY #FED POMOs flowing from ZB_F to GS JPM MS BAC - free cash to squeeze derivatives to pop markets to 1546 ES_F target,-1
CST as we close in on hod this one should get perky MY GESS WE COSE OVE 50day maybe even up on the day #TIMESTAMP goin out on a limb,1
HMA unusual option activity. Trader buys 11k of the Jan 9 Put. Short term bear play,-1
DDD dipping in long here - oversold on split adn earnings confusion,1
FBN on watch list over 1st lien but under the 200-day EMA with volume of 19% ave full day,1
ANF on the radar for a move above 48.70-49,1
"France, Belgium, Greece, Austria and Spain are among countries whose regulators have barred bets on stocks slidingâ€¦",-1
OMEX at 3.50 now and may b/out!!!,1
"benrab no position ever, no payment ever, just trying to explain the fraud that is likely zagg. Deny it at you're own risk.",-1
GAE 2.11+ selling from daytrade & swing trades played from 1.85 to break 2.00 - it sure did thanks GAE,1
HHC sold 30m of residential lots in Summerlin in Vegas in 2012.... For Jan/Feb 2013? 31M,1
nwinding of the Worlds Most Widely Held Position is never pretty. STDY this AAP move and identify the next Hedge Fund Hotel.,-1
AKAM on the radar as a potential short vs 39.30,-1
"DE putting in a bearish engulfing so far, probably needs to test the 200 day ma",-1
MNKD moving from red to green,1
India's Place In Global Markets Is At Stake In Virus Response,-1
"Heard on the Street: Aircraft values have plummeted since the start of the Covid-19 crisis, but likely have much fuâ€¦",-1
"Failure to complete the deal would be a blow to BP, which already has the highest debt levels among the major oil câ€¦",-1
BID just like ZNGA in Dec at 2.00 got destroyed BID the smart money will start buying now here 80 - 85 range and sell it back over 100,1
IFE is a short if it can't hold this 62.30 level.,-1
"PAY - DOWNGADE.... lemme just check something real quick... actually, PGADE! - anyone else notice a 12 gap here?",1
G 2.66 is current support Fib evel fyi.,1
"India is expected to post sharp turnaround in 2021-22, says RBI Governor quoting IMF projection",1
RT : SoftBank Expects Nearly $17 Billion Loss on Tech-Focused Vision Fund via,-1
"Weekly jobless claims, which were once again far worse than expected, are the most important economic data series fâ€¦",-1
